Latitude,Longitude,Locations,year,fatalities,ground
34.10524,-117.29412,"San Bernardino, California",1934,3   (passengers:2  crew:1),0
47.98592,8.81926,"Near Tuttlingen, Germany",1934,12   (passengers:9  crew:3),0
-12.98645,-38.52259,"Bahia, Brazil",1934,2   (passengers:?  crew:?),0
29.8657,121.53916,"Ningbo, China",1934,?   (passengers:?  crew:?),?
39.8872,-94.89304,"Amazonia, Missouri",1934,5   (passengers:4  crew:1),0
54.27945,-7.08921,English Channel,1934,7   (passengers:6  crew:1),0
-31.75104,115.76286,"Near Winton, Australia",1934,3   (passengers:2  crew:1),0
-27.62837,153.11582,"Bass Strait, Australia",1934,11   (passengers:10  crew:1),0
-35.30655,149.12656,Australia,1934,2   (passengers:?  crew:?),0
-18.12308,-40.37321,"Amazonia, Montana",1934,2   (passengers:0  crew:2),0
-23.44158,144.24948,"Near Longreach, Australia",1934,4   (passengers:3  crew:1),0
52.11286,11.98842,"Salchau, Germany",1934,3   (passengers:0  crew:3),0
38.95222,-92.33416,"Columbia, Missouri",1934,1   (passengers:0  crew:1),0
20.20694,-75.98999,"Palma Soriano, Cuba",1934,4   (passengers:2  crew:2),0
33.4993,36.30132,Syria,1934,7   (passengers:3  crew:4),0
36.24349,-84.67031,"Sunbright, Tennessee",1934,1   (passengers:0  crew:1),0
24.89612,66.99931,"Near Karachi, Pakistan",1935,0   (passengers:0  crew:2),15
40.43851,-79.99734,"Pittsburgh, Pennsylvania",1935,1   (passengers:0  crew:1),0
52.51605,13.37691,Germany,1935,11   (passengers:8  crew:3),0
54.32403,10.11623,"Schievelbein, Germany",1935,3   (passengers:2  crew:1),0
30.04993,31.2486,Egypt,1935,3   (passengers:2  crew:1),0
52.51605,13.37691,Germany,1935,5   (passengers:?  crew:?),0
49.42964,2.08311,"Beauvais, France",1935,1   (passengers:?  crew:?),0
51.39558,8.57252,"Brilon, Germany",1935,7   (passengers:3  crew:4),0
37.94907,-105.16704,"Near Walsenberg, Colorado",1935,1   (passengers:0  crew:1),0
39.89873,-92.47885,"Atlanta, Missouri",1935,5   (passengers:3  crew:2),0
43.01144,-83.68679,"Flint, Michigan",1935,3   (passengers:2  crew:1),0
55.75697,37.61502,"Near Moscow, Russia",1935,50   (passengers:37  crew:13),2
42.50319,-105.02612,"Glendo, Wyoming",1935,1   (passengers:0  crew:1),0
41.88779,-87.83921,"Maywood, Illinois",1935,2   (passengers:1  crew:1),0
14.93448,-88.23481,"San Barbra, Honduras",1935,6   (passengers:?  crew:?),0
6.2459,-75.57457,"Medellin, Colombia",1935,17   (passengers:15  crew:2),0
52.36994,4.90788,"Amsterdam, Netherlands",1935,6   (passengers:2  crew:4),0
45.21204,-76.20593,"Island, Mississippi",1935,2   (passengers:1  crew:1),0
46.4189,9.22985,"Pian Giacomo, Switzerland",1935,13   (passengers:9  crew:4),0
39.90657,116.38766,China,1935,?   (passengers:?  crew:?),?
32.78873,-94.96997,"Near Gilmer, Texas",1935,4   (passengers:3  crew:1),0
42.50319,-105.02612,"Near Glendo, Wyoming",1935,3   (passengers:2  crew:1),0
71.28883,-156.79237,"Walakpa, near Point Barrow, Alaska",1935,2   (passengers:1  crew:1),0
34.18193,-118.30765,"Burbank, California",1935,3   (passengers:0  crew:3),0
8.67741,-80.29753,"Near Tambo, Panama",1935,8   (passengers:7  crew:1),0
-37.82283,144.7156,"Off Finders Island, Victoria, Australia",1935,5   (passengers:3  crew:2),0
41.09709,-104.80577,"Near Cheyenne, Wyoming",1935,12   (passengers:9  crew:3),0
47.41617,-91.24623,of Finland,1935,6   (passengers:?  crew:?),0
42.7345,-73.68809,"Troy, New York",1935,1   (passengers:0  crew:1),0
41.13482,-104.82154,"Cheyenne, Wyoming",1935,4   (passengers:0  crew:4),0
-11.79347,-38.35073,"Off Nhambupe, Brazil",1935,4   (passengers:?  crew:?),0
32.74559,-97.3119,"Near Fort Worth, Texas",1935,1   (passengers:0  crew:1),0
14.66752,-86.21208,"Near Juticalpa, Honduras",1935,14   (passengers:?  crew:?),0
43.51513,4.98618,"Istres, France",1935,3   (passengers:?  crew:?),0
47.38846,0.68957,"Tours, France",1935,1   (passengers:?  crew:?),0
51.37235,-0.09945,"Croydon, England",1935,11   (passengers:7  crew:4),0
52.51605,13.37691,Germany,1935,3   (passengers:2  crew:1),0
31.2105,29.91253,"Off Alexandria, Egypt",1935,12   (passengers:9  crew:3),0
34.93815,-91.02127,"Goodwin, Arkansas",1936,17   (passengers:14  crew:3),0
18.99879,-98.16218,"Cordillera, Boliva",1936,13   (passengers:10  crew:3),0
41.91723,8.73451,"Off Ajaccio, Corsica, France",1936,6   (passengers:3  crew:3),0
33.2166,-97.13162,"Denton, Texas",1936,1   (passengers:0  crew:1),0
39.32833,-74.58868,Atlantic Ocean,1936,6   (passengers:1  crew:5),0
38.32832,-75.08656,South Atlantic Ocean,1936,4   (passengers:0  crew:4),0
39.90657,116.38766,China,1936,0   (passengers:0  crew:0),0
19.43195,-99.13315,Mexico,1936,14   (passengers:12  crew:2),0
40.63782,-74.07868,"Pavillon, New York",1936,2   (passengers:0  crew:2),0
39.9021,-79.72419,"Uniontown, Pennsylvania",1936,13   (passengers:12  crew:1),0
10.66104,-61.51603,"Port of Spain, Trinidad",1936,3   (passengers:3  crew:0),0
45.06969,7.70493,"Near Turin, Italy",1936,7   (passengers:4  crew:3),0
46.94843,7.44046,Switzerland,1936,3   (passengers:?  crew:?),0
49.20637,2.5857,"Senlis, France",1936,2   (passengers:?  crew:?),0
47.54881,7.58782,"Basel, Switzerland",1936,2   (passengers:?  crew:?),0
-37.88397,145.12749,"Mount Waverley, Australia",1936,2   (passengers:?  crew:?),0
55.5967,13.0011,"Malmo, Sweden",1936,1   (passengers:1  crew:0),0
52.37228,9.73816,"Hannover, Germany",1936,1   (passengers:1  crew:0),0
59.9123,10.75,Norway,1936,7   (passengers:3  crew:4),0
49.18451,-2.11152,"Channel Islands, Jersey",1936,7   (passengers:6  crew:1),0
43.4899,2.37531,"Mazamet, France",1936,3   (passengers:0  crew:3),0
19.43195,-99.13315,Mexico,1936,1   (passengers:0  crew:1),0
38.62775,-90.19956,"St. Louis, Missouri",1936,8   (passengers:6  crew:2),0
4.78666,-75.65924,"Choco, Colombia",1936,2   (passengers:?  crew:?),0
50.68651,7.63991,"Altenkirchen, Germany",1936,2   (passengers:?  crew:?),0
37.97614,23.7364,Greece,1936,2   (passengers:?  crew:?),0
40.41872,-79.99807,"Near Pittsburgh, Pennsylvania",1936,10   (passengers:9  crew:1),0
54.27945,-7.08921,English Channel,1936,2   (passengers:?  crew:?),0
32.11439,20.10736,"Benghazi, Libya",1936,9   (passengers:?  crew:?),0
37.62502,-104.78027,"Walsenberg, Colorado",1936,3   (passengers:1  crew:2),0
41.77084,-88.15302,"Napierville, Illinois",1936,4   (passengers:3  crew:1),0
19.43195,-99.13315,Mexico,1936,1   (passengers:0  crew:1),0
50.882,10.50976,"Near Tabarz, Germany",1936,11   (passengers:7  crew:4),0
52.51605,13.37691,Germany,1936,4   (passengers:3  crew:1),0
51.50643,-0.12721,"London, England",1936,2   (passengers:?  crew:?),0
45.19401,5.73202,"Near Grenoble, France",1936,6   (passengers:3  crew:3),0
45.3097,-69.82831,Near Moscow,1936,9   (passengers:7  crew:2),0
-25.8637,25.64641,West Africa,1936,5   (passengers:1  crew:4),0
51.37235,-0.09945,"Croydon, England",1936,15   (passengers:13  crew:2),0
40.76031,-111.88822,"Near Salt Lake City, Utah",1936,7   (passengers:4  crew:3),0
47.54449,-116.13511,"Kellogg, Idaho",1936,2   (passengers:0  crew:2),0
41.32178,-74.92644,"Near Milford, Pennsylvania",1936,14   (passengers:11  crew:3),0
32.76745,-96.84588,"Near Dallas, Texas",1936,6   (passengers:4  crew:2),0
32.04979,118.76598,"Nanking, China",1936,?   (passengers:?  crew:?),?
34.3875,-118.5389,"Newhall, California",1936,12   (passengers:10  crew:2),0
17.83252,-95.81119,"Near Playa V icente, Veracruz, Mexico",1937,9   (passengers:6  crew:3),0
34.36902,-118.5076,"Near Newhall, California",1937,5   (passengers:4  crew:1),0
35.70681,-0.64217,"Oran, Algeria",1937,12   (passengers:8  crew:4),0
37.77713,-122.41964,"Off San Francisco, California",1937,11   (passengers:9  crew:2),0
-27.22325,153.0913,"McPherson Ranges, Queensland, Australia",1937,5   (passengers:3  crew:2),0
13.45358,-16.57474,Gambia,1937,4   (passengers:1  crew:3),0
46.72542,3.25847,"Near Ouroux, France",1937,5   (passengers:1  crew:4),0
41.24627,-75.50219,"Clifton, Pennsylvania",1937,13   (passengers:10  crew:3),0
52.51605,13.37691,Germany,1937,2   (passengers:2  crew:0),0
40.01242,-74.30968,"Lakehurst, New Jersey",1937,35   (passengers:13  crew:22),1
48.76776,9.17199,"Stuttgart, Germany",1937,4   (passengers:2  crew:2),0
-33.43722,-70.65002,Chile,1937,9   (passengers:?  crew:?),0
-6.71129,146.97055,"Lae, New Guinea",1937,2   (passengers:0  crew:2),0
50.73807,4.23349,"Hal, Belgium",1937,15   (passengers:10  crew:5),0
21.80416,31.34916,"Wadi Halfa, Sudan",1937,9   (passengers:5  crew:4),0
9.35058,-79.90265,"Off Cristobal, Panama",1937,14   (passengers:11  crew:3),0
29.20358,-81.0394,"Daytona Beach, Florida",1937,4   (passengers:2  crew:2),0
-33.3022,-66.3376,"San Luis, Argentina",1937,3   (passengers:0  crew:3),0
-20.70298,139.48691,"Wau, Australia",1937,1   (passengers:?  crew:?),0
43.31789,-77.72417,"Bay, Greece",1937,2   (passengers:2  crew:0),0
27.11045,-82.42742,Indies,1937,4   (passengers:1  crew:3),0
41.5998,-75.99888,"Peak, Wyoming",1937,19   (passengers:16  crew:3),0
20.13934,-97.76714,Africa,1937,6   (passengers:3  crew:3),0
49.48651,8.46679,"Mannheim, Germany",1937,10   (passengers:7  crew:3),0
51.23123,2.91266,"Ostende, Belgium",1937,11   (passengers:8  crew:3),0
51.40852,-0.05979,"Croydon, London",1937,3   (passengers:?  crew:?),0
40.6347,17.94026,"Brindisi Harbor, Italy",1937,2   (passengers:1  crew:1),0
45.15384,5.34085,"Saint Sauveur, France",1937,2   (passengers:1  crew:1),0
50.11208,8.68342,"Frankfurt, Germany",1938,6   (passengers:3  crew:3),0
45.67934,-111.03222,"Bozeman, Montana",1938,10   (passengers:8  crew:2),0
40.81972,-124.19072,"Pago Pago, U.S. Samoa",1938,7   (passengers:0  crew:7),0
45.40715,-74.66425,"North Pine, Ontario, Canada",1938,1   (passengers:0  crew:1),0
33.46777,-117.66591,"Off San Clemente Island, California",1938,11   (passengers:0  crew:11),0
67.15226,32.41609,"Kandalaksha, Russia",1938,13   (passengers:0  crew:13),0
43.29337,5.37131,"Marseille, France",1938,8   (passengers:5  crew:3),0
25.67757,-100.2591,"Guadalupe, Mexico",1938,2   (passengers:0  crew:0),0
50.78467,-1.08818,Sea,1938,14   (passengers:10  crew:4),0
49.05062,2.10061,"Pontoise, France",1938,3   (passengers:0  crew:0),0
37.54807,-119.64275,"Near Wawona, Cailifornia",1938,9   (passengers:6  crew:3),0
25.66513,78.46092,"Datia, India",1938,7   (passengers:3  crew:4),0
-30.93883,150.6376,"Somerton, Australia",1938,1   (passengers:0  crew:1),0
42.46632,2.57864,"Corsavy, France",1938,8   (passengers:5  crew:3),0
41.25928,13.61277,"Near Formia, Italy",1938,19   (passengers:14  crew:5),0
19.43898,-99.65126,"Balbuena, Mexico",1938,1   (passengers:5  crew:1),0
-36.96802,174.79797,"Mangere, New Zealand",1938,2   (passengers:?  crew:?),0
34.46292,-118.53225,"Near Saugus, California",1938,9   (passengers:7  crew:2),0
-23.56287,-46.65469,"Sao Paulo, Brazil",1938,2   (passengers:2  crew:0),0
41.50473,-81.69075,"Cleveland, Ohio",1938,10   (passengers:7  crew:3),0
49.24975,-124.80066,"Alberno Canal, BC, Canada",1938,1   (passengers:0  crew:1),0
52.51605,13.37691,Germany,1938,3   (passengers:?  crew:?),0
-5.40713,27.19431,Tanganyika,1938,3   (passengers:?  crew:?),0
-33.43722,-70.65002,Chile,1938,4   (passengers:?  crew:?),0
45.78426,-108.50607,"Billings, Montana",1938,10   (passengers:8  crew:2),0
40.70047,14.97508,"Off Sardinia, Italy",1938,20   (passengers:16  crew:4),0
44.4343,26.10298,Romania,1938,14   (passengers:10  crew:4),0
2.91712,-75.27405,Near Bogota Colombia,1938,1   (passengers:0  crew:1),52
-0.09851,34.76726,"Kisumu, Kenya",1938,4   (passengers:0  crew:4),0
47.53439,21.61908,"Debrecen, Hungary",1938,12   (passengers:10  crew:2),0
35.68409,139.80885,Japan,1938,6   (passengers:?  crew:?),0
18.44849,-95.21204,"Near San Andres Tuxtla, VeraCruz, Mexico",1938,11   (passengers:8  crew:3),0
54.32325,10.13224,"Kiel, Germany",1938,16   (passengers:13  crew:3),0
-19.97037,-44.13787,"Guanabara, Brazil",1938,9   (passengers:5  crew:4),0
44.4343,26.10298,"Bucharest, Romania",1938,7   (passengers:?  crew:?),0
41.90323,12.49566,Italy,1938,15   (passengers:13  crew:2),0
35.68409,139.80885,"Tokyo, Japan",1938,5   (passengers:?  crew:?),53
39.90657,116.38766,China,1938,14   (passengers:12  crew:2),0
-17.52448,146.02816,"Innisfail, Australia",1938,5   (passengers:?  crew:?),0
35.19463,-103.71334,"Near Tucumcari, New Mexico",1938,5   (passengers:3  crew:2),0
46.85033,9.5313,"Grisons, Switzerland",1938,13   (passengers:10  crew:3),0
13.45358,-16.57474,Gambia,1938,4   (passengers:?  crew:?),0
51.57252,8.10832,"Soest, Germany",1938,20   (passengers:16  crew:4),0
-37.84541,145.36082,"Mt. Dandenong, Australia",1938,18   (passengers:14  crew:4),0
51.01049,-3.11063,"Somerset, England",1938,2   (passengers:?  crew:?),0
49.18451,-2.11152,"Channel Islands, Jersey",1938,14   (passengers:13  crew:1),1
52.30148,4.79649,"Schiphol, Amsterdam",1938,6   (passengers:2  crew:4),0
50.44826,-104.59517,"Regina, Saskatchewan, Canada",1938,2   (passengers:0  crew:2),0
13.45358,-16.57474,Gambia,1938,11   (passengers:7  crew:4),0
33.34213,44.39309,"Bagdad, Iraq",1938,4   (passengers:0  crew:4),0
38.0679,-122.80574,"Off Point Reyes, California",1938,5   (passengers:3  crew:2),0
19.43195,-99.13315,"Mexico City, Mexico",1938,8   (passengers:5  crew:3),0
50.78467,-1.08818,Sea,1938,10   (passengers:10  crew:0),0
35.68409,139.80885,Japan,1938,10   (passengers:6  crew:4),0
52.36994,4.90788,"Amsterdam, Netherlands",1938,4   (passengers:0  crew:4),0
-12.4609,130.84151,"Darwin, Australia",1938,13   (passengers:?  crew:?),0
48.85718,2.34141,"Paris, France",1939,5   (passengers:2  crew:3),0
46.40671,-105.8487,"Miles City, Montana",1939,4   (passengers:2  crew:2),0
-22.91216,-43.17501,"Rio de Janeiro, Brazil",1939,9   (passengers:5  crew:4),0
-14.46389,132.2652,"Katherine, Australia",1939,4   (passengers:1  crew:3),0
34.50737,-82.59438,N.Y. and Bermuda,1939,3   (passengers:2  crew:1),0
58.29973,-134.40679,Alaska,1939,6   (passengers:5  crew:1),0
45.01842,6.63298,"Near Roubien, France",1939,10   (passengers:6  crew:4),0
50.79285,5.39781,"Haren, Belgium",1939,3   (passengers:?  crew:?),0
5.25371,-75.15324,"Manzanares, Colombia",1939,8   (passengers:6  crew:2),0
30.53217,-85.61738,"Near Adler, Washington",1939,10   (passengers:8  crew:2),0
35.47204,-97.52107,"Oklahoma City, Oklahoma",1939,8   (passengers:7  crew:1),0
31.63383,-8.00223,"Near Marrakech, Morocco",1939,9   (passengers:?  crew:?),0
-25.97446,32.57323,Mocambique,1939,2   (passengers:?  crew:?),0
31.63383,-8.00223,"Near Marrakech, Morocco",1939,9   (passengers:6  crew:3),0
-2.1596,-79.9283,"Guayaquil, Ecuador",1939,1   (passengers:0  crew:1),22
52.30148,4.79649,"Schiphol, Amsterdam",1939,0   (passengers:0  crew:0),1
51.44254,3.57284,"Vlissingen, The Netherlands",1939,3   (passengers:1  crew:2),0
46.94843,7.44046,Switzerland,1939,6   (passengers:4  crew:2),0
41.38804,2.17001,"Barcelona, Spain",1939,7   (passengers:4  crew:3),0
-22.91216,-43.17501,"Rio de Janerio, Brazil",1939,14   (passengers:10  crew:4),0
55.67567,12.56756,"Off Copenhagen, Denmark",1939,5   (passengers:4  crew:1),0
28.64423,77.27287,"Lahore, India",1939,2   (passengers:?  crew:?),0
52.37228,9.73816,"Hannover, Germany",1939,7   (passengers:4  crew:3),0
40.93083,-72.417,North Sea,1939,1   (passengers:1  crew:0),0
50.79442,-1.12174,"Gosport, England",1939,2   (passengers:?  crew:?),?
42.09315,-83.18944,of Gibraltar,1939,10   (passengers:7  crew:3),0
35.85633,14.48597,Off Malta-Luqa,1939,5   (passengers:3  crew:2),0
34.01794,-6.83605,Morocco,1939,7   (passengers:3  crew:4),0
-8.67357,115.20316,"Denpasar, Indonesia",1940,8   (passengers:5  crew:3),0
39.29313,16.25702,"Near Cosenza, Italy",1940,10   (passengers:4  crew:6),0
7.1171,-73.12928,"Near Bucaramanga, Columbia",1940,11   (passengers:9  crew:2),0
3.62452,11.48445,of Oman,1940,8   (passengers:4  crew:4),0
39.6571,16.53351,"Stromboli Island, Italy",1940,5   (passengers:?  crew:5),0
34.68946,-79.52092,"Near Loch Lomond, Scotland",1940,3   (passengers:0  crew:3),0
33.91993,-118.41596,"El Segundo, California",1940,5   (passengers:0  crew:5),0
58.16615,26.77014,"Off Prangli Island, Gulf of Finland, Estonia",1940,9   (passengers:7  crew:2),0
49.27612,-0.2585,"Near Ouistreham, France",1940,1   (passengers:?  crew:?),0
51.21765,-102.26375,Tonkin,1940,?   (passengers:?  crew:?),?
52.37228,9.73816,"Hannover, Germany",1940,2   (passengers:2  crew:0),0
-35.42558,149.11935,"Near Canberra, Australia",1940,10   (passengers:6  crew:4),0
46.76871,23.58497,"Cluj, Romania",1940,15   (passengers:12  crew:3),0
39.27395,-77.63854,"Near Lovettsville, Virginia",1940,25   (passengers:21  crew:4),0
44.01742,87.29888,"Changyi, China",1940,9   (passengers:8  crew:1),0
52.51605,13.37691,"Berlin, Germany",1940,2   (passengers:0  crew:2),0
-19.28058,-64.81648,"Near Rincon, Bolivia",1940,17   (passengers:?  crew:?),0
35.97973,-78.19748,"Near Centerville, Utah",1940,10   (passengers:8  crew:2),0
-22.91216,-43.17501,"Rio de Janeiro, Brazil",1940,18   (passengers:15  crew:3),0
52.40865,12.56293,"Brandenburg, Germany",1940,29   (passengers:23  crew:6),0
50.78467,-1.08818,Sea,1940,6   (passengers:?  crew:?),0
41.88425,-87.63245,"Chicago, Illinois",1940,10   (passengers:7  crew:3),0
50.78467,-1.08818,Sea,1941,16   (passengers:12  crew:4),0
-3.8449,-32.40868,"Off  Fernando de Noronha, Brazil",1941,10   (passengers:?  crew:?),0
47.49973,19.05508,Hungary,1941,12   (passengers:9  crew:3),0
39.90657,116.38766,China,1941,5   (passengers:1  crew:4),0
38.76108,-90.37321,"Near Robertson, Missouri",1941,2   (passengers:1  crew:1),0
47.71798,-79.82324,"Armstrong, ON, Canada",1941,12   (passengers:9  crew:3),0
33.74832,-84.39111,"Atlanta, Georgia",1941,9   (passengers:6  crew:3),0
63.43101,10.39211,"Trontheim, Norway",1941,3   (passengers:3  crew:0),0
-33.85654,25.29025,"Elands Bay, South Africa",1941,10   (passengers:6  crew:4),0
39.32833,-74.58868,Atlantic Ocean,1941,6   (passengers:5  crew:1),0
44.4343,26.10298,"Bucharest, Romania",1941,15   (passengers:?  crew:?),0
38.2385,-91.30373,of Japan,1941,18   (passengers:?  crew:?),0
54.81545,-7.6356,"Arran, Scotland",1941,22   (passengers:17  crew:5),0
55.44282,-4.62919,"Ayr, Scotland",1941,22   (passengers:?  crew:?),0
-23.52433,-46.49843,"Near Sao Paulo, Brazil",1941,8   (passengers:?  crew:?),0
48.89444,1.90226,"Bollemont, France",1941,14   (passengers:11  crew:3),0
55.4265,-5.60828,"Campbeltown, Argyll, Scotland",1941,10   (passengers:?  crew:?),0
18.38475,-66.05481,"San Juan, Puerto Rico",1941,2   (passengers:2  crew:0),0
41.39813,23.20747,"Near Petrich, bulgaria",1941,13   (passengers:10  crew:3),0
46.87505,-96.77166,"Near Moorhead, Minnesota",1941,14   (passengers:13  crew:1),0
42.77894,-81.19315,"St. Thomas, Ontario, Canada",1941,20   (passengers:17  crew:3),0
25.77481,-80.19773,"Miami, Florida",1941,3   (passengers:?  crew:?),0
35.98116,-115.16485,"Near Las Vegas, Nevada",1942,22   (passengers:19  crew:3),0
1.487,124.8402,"Manado, Indonesia",1942,11   (passengers:?  crew:?),0
-10.10524,123.7892,"Kupang, Timor",1942,5   (passengers:2  crew:3),0
-10.10524,123.7892,"Kupang, Timor",1942,13   (passengers:11  crew:2),0
50.37618,-4.13663,"English Channel, near Plymouth, England",1942,9   (passengers:4  crew:5),0
